policy_id,customer_id,policy_type,policy_start_date,policy_end_date,annual_premium,agent_id,region,renewed_flag
948,1469,Auto,2021-07-17,2024-04-08,2251.0,33,South,Yes
949,3134,Auto,2021-04-15,2025-05-07,2417.0,28,South,Yes
950,1297,Home,2024-11-10,2024-11-05,1847.0,13,South,Yes
951,567,Auto,2023-07-01,2024-09-29,1774.0,14,South,No
952,1369,Home,2021-04-12,2022-02-22,2450.0,109,South,No
953,2699,Home,2021-07-19,2024-04-07,1056.0,82,South,Yes
954,395,Health,2024-12-04,2025-06-06,3381.0,73,South,No
955,384,Home,2023-05-01,2025-10-19,1941.0,16,South,Yes
956,2324,Life,2024-09-16,2024-02-09,674.0,33,South,Yes
957,2831,Home,2022-09-27,2024-09-27,1445.0,55,South,Yes
958,2119,Home,2021-08-31,2022-08-19,1523.0,34,South,Yes
959,2279,Auto,2024-04-30,2024-03-04,1499.0,52,South,Yes
960,314,Auto,2021-03-21,2022-12-09,3568.0,63,South,Yes
961,1675,Life,2022-08-08,2025-02-20,1787.0,25,South,Yes
962,2171,Home,2023-03-04,2025-10-15,1875.0,38,South,Yes
963,4110,Home,2023-05-15,2024-02-16,1801.0,71,South,No
964,1722,Home,2021-08-05,2024-12-04,1613.0,31,South,Yes
965,1032,Home,2021-02-21,2025-12-17,1019.0,101,South,No
966,565,Home,2023-02-08,2025-07-11,3168.0,79,South,Yes
967,3272,Auto,2024-01-08,2023-08-23,1657.0,65,South,No
968,4812,Home,2023-05-21,2025-07-21,1128.0,86,South,Yes
969,2939,Auto,2022-01-18,2022-03-02,2579.0,20,South,Yes
970,3108,Home,2024-07-01,2023-08-03,1352.0,111,South,Yes
971,550,Home,2021-12-14,2022-02-02,1766.0,15,South,Yes
972,2742,Life,2021-07-18,2023-09-07,2000.0,55,South,Yes
973,468,Home,2022-09-11,2025-11-14,1206.0,1,South,Yes
974,1773,Life,2023-08-28,2024-12-14,1620.0,114,South,Yes
975,4881,Life,2024-12-30,2022-06-19,2513.0,65,South,Yes
976,3626,Auto,2021-04-28,2024-11-17,2477.0,83,South,Yes
977,4495,Life,2023-12-10,2025-07-08,1169.0,71,South,Yes
978,2400,Home,2024-07-25,2023-03-14,2266.0,99,South,Yes
979,2321,Home,2022-02-16,2023-11-21,966.0,117,South,Yes
980,1222,Auto,2022-03-30,2022-05-09,1586.0,90,South,Yes
981,2004,Home,2023-09-05,2025-02-11,2297.0,53,South,Yes
982,3137,Home,2022-09-28,2025-03-28,5106.0,70,South,Yes
983,428,Auto,2022-06-30,2022-03-18,1763.0,82,South,No
984,1337,Auto,2022-06-22,2024-05-22,2203.0,86,South,Yes
985,1940,Auto,2021-09-29,2023-10-14,472.0,9,South,Yes
986,544,Auto,2022-02-23,2022-05-30,2149.0,6,South,Yes
987,1322,Auto,2021-04-04,2025-12-19,2719.0,55,South,Yes
988,2223,Auto,2023-12-12,2025-03-24,1408.0,29,South,No
989,2911,Home,2024-08-03,2022-01-21,1932.0,77,South,Yes
990,3421,Home,2022-02-01,2022-07-20,1057.0,112,South,No
991,3589,Home,2022-09-30,2025-08-13,2086.0,61,South,Yes
992,532,Home,2024-10-23,2024-11-30,1153.0,12,South,Yes
993,3706,Auto,2023-04-01,2022-12-22,1253.0,114,South,No
994,2131,Auto,2023-01-07,2022-01-27,2247.0,114,South,Yes
995,3132,Home,2024-11-16,2025-02-19,2397.0,63,South,Yes
996,3953,Home,2022-04-22,2022-09-18,2666.0,65,South,Yes
997,4838,Auto,2023-06-23,2023-02-18,2169.0,101,South,Yes
998,4413,Home,2024-09-12,2023-09-04,1209.0,44,South,Yes
999,309,Auto,2024-12-26,2024-04-15,1728.0,82,South,Yes
1000,3134,Home,2022-09-24,2024-01-23,3016.0,1,South,No
1001,2127,Life,2024-05-01,2025-07-25,3199.0,88,South,Yes
1002,4247,Auto,2024-12-25,2024-10-25,1297.0,64,South,Yes
1003,641,Auto,2023-03-29,2024-08-25,2235.0,116,South,Yes
1004,788,Auto,2024-01-31,2022-11-14,1906.0,93,South,No
1005,741,Home,2022-02-13,2024-02-28,3097.0,13,South,Yes
1006,3778,Home,2022-09-30,2023-01-11,1017.0,87,South,Yes
1007,4561,Life,2024-12-20,2025-07-11,1594.0,12,South,Yes
1008,1209,Auto,2022-01-11,2022-04-09,405.0,48,South,Yes
1009,3351,Home,2023-07-05,2024-06-11,1955.0,74,South,Yes
1010,3741,Home,2023-06-21,2025-12-30,2880.0,104,South,Yes
1011,2361,Auto,2022-03-22,2022-03-11,1653.0,17,South,Yes
1012,3440,Auto,2021-01-07,2022-04-22,1941.0,39,South,Yes
1013,718,Auto,2022-11-20,2024-11-06,1237.0,76,South,Yes
1014,3087,Home,2021-06-20,2024-02-06,1687.0,12,South,Yes
1015,1462,Auto,2021-02-09,2022-05-27,1562.0,44,South,Yes
1016,2510,Life,2021-02-28,2023-09-27,1258.0,96,South,Yes
1017,4502,Home,2024-04-15,2022-03-06,2561.0,52,South,No
1018,360,Auto,2022-06-12,2023-03-02,6919.0,117,South,No
1019,3479,Auto,2023-11-29,2025-01-10,1112.0,50,South,Yes
1020,499,Auto,2022-02-04,2022-08-26,1316.0,59,South,No
1021,191,Auto,2024-10-12,2024-09-28,1728.0,13,South,No
1022,217,Home,2024-06-14,2025-05-18,1867.0,90,South,Yes
1023,2071,Auto,2021-01-25,2022-05-05,3164.0,44,South,Yes
1024,4600,Auto,2023-11-17,2025-08-05,1504.0,115,South,No
1025,4096,Home,2024-05-25,2023-09-26,2242.0,40,South,Yes
1026,3119,Auto,2022-11-02,2022-10-10,1972.0,43,South,Yes
1027,2839,Auto,2022-06-22,2025-09-04,2081.0,65,South,Yes
1028,964,Auto,2024-05-30,2023-09-22,1593.0,43,South,Yes
1029,1517,Life,2023-11-20,2023-10-23,3324.0,42,South,Yes
1030,4160,Auto,2024-03-22,2023-10-22,2275.0,67,South,Yes
1031,555,Auto,2022-06-27,2022-10-21,2248.0,15,South,Yes
1032,3029,Home,2023-07-27,2025-07-02,3343.0,88,South,Yes
1033,2288,Life,2021-06-10,2024-05-05,1225.0,93,South,No
1034,2655,Auto,2023-11-29,2025-05-08,2212.0,21,South,No
1035,1282,Home,2023-02-11,2025-01-22,1067.0,38,South,Yes
1036,1034,Auto,2022-04-18,2025-10-11,1107.0,114,South,No
1037,2219,Auto,2023-10-20,2023-01-04,2519.0,27,South,Yes
1038,271,Life,2023-06-21,2025-02-13,3875.0,75,South,No
1039,1420,Auto,2023-08-14,2024-08-26,1388.0,44,South,No
1040,1137,Home,2023-03-11,2023-03-06,1086.0,62,South,No
1041,4346,Auto,2024-06-15,2022-10-03,2483.0,49,South,Yes
1042,2832,Auto,2021-09-30,2023-09-22,1407.0,79,South,No
1043,2613,Home,2021-01-30,2025-02-26,2296.0,27,South,Yes
1044,2391,Auto,2024-05-24,2023-04-10,2622.0,12,South,Yes
1045,794,Home,2023-01-26,2023-06-27,3382.0,93,South,Yes
1046,3716,Auto,2024-09-27,2025-03-25,1349.0,102,South,No
1047,4161,Home,2024-10-21,2022-09-26,2139.0,119,South,Yes
1048,2729,Auto,2022-07-22,2022-05-19,3026.0,41,South,Yes
1049,1196,Life,2021-09-20,2024-06-07,3469.0,101,South,Yes
1050,4600,Home,2024-01-26,2022-11-10,1749.0,13,South,No
1051,1195,Auto,2023-09-17,2023-10-21,1332.0,58,South,Yes
1052,2696,Home,2024-06-03,2022-01-28,1879.0,26,South,Yes
1053,2599,Auto,2024-10-18,2025-05-01,1129.0,52,South,Yes
1054,3344,Auto,2023-01-04,2024-06-23,2339.0,74,South,Yes
1055,4344,Home,2023-12-06,2023-05-12,1356.0,116,South,No
1056,3364,Auto,2023-07-19,2025-09-01,1135.0,3,South,No
1057,4172,Auto,2021-05-17,2025-08-14,2065.0,60,South,Yes
1058,1839,Auto,2024-08-19,2025-12-19,907.0,16,South,Yes
1059,112,Auto,2022-05-23,2023-09-18,1118.0,76,South,Yes
1060,4295,Auto,2021-02-04,2025-12-09,1990.0,112,South,Yes
1061,4206,Life,2021-12-18,2022-04-17,1561.0,89,South,Yes
1062,1832,Home,2022-03-05,2022-10-11,788.0,71,South,Yes
1063,4406,Auto,2023-04-29,2024-06-12,3275.0,118,South,Yes
1064,3305,Auto,2022-08-07,2024-04-08,2343.0,12,South,No
1065,4435,Auto,2023-03-06,2025-07-03,2199.0,110,South,Yes
1066,3868,Home,2023-11-08,2023-07-18,1513.0,93,South,No
1067,2086,Life,2021-06-28,2024-06-22,1721.0,51,South,No
1068,4926,Home,2021-04-10,2025-10-30,3507.0,59,South,Yes
1069,3783,Auto,2021-10-06,2022-06-23,2117.0,54,South,Yes
1070,3893,Auto,2021-01-03,2023-07-05,1946.0,97,South,No
1071,407,Home,2021-11-15,2023-09-20,1369.0,52,South,No
1072,4413,Auto,2023-05-08,2022-04-13,2369.0,31,South,No
1073,3406,Home,2023-11-02,2023-05-31,1219.0,109,South,Yes
1074,1667,Home,2022-12-03,2023-09-25,1842.0,94,South,Yes
1075,192,Auto,2022-02-06,2023-04-12,2221.0,46,South,No
1076,578,Auto,2021-08-07,2022-12-11,1799.0,87,South,Yes
1077,3232,Auto,2023-06-09,2025-02-13,710.0,59,South,Yes
1078,4752,Home,2021-11-01,2022-10-13,3195.0,48,South,Yes
1079,396,Auto,2023-09-27,2022-03-07,3068.0,41,South,Yes
1080,712,Auto,2022-03-07,2022-12-06,1206.0,15,South,Yes
1081,1352,Home,2024-07-26,2023-02-12,2365.0,98,South,Yes
1082,3334,Auto,2022-11-08,2025-04-12,1666.0,42,South,Yes
1083,356,Life,2024-12-11,2024-02-05,2120.0,55,South,Yes
1084,2753,Auto,2021-09-13,2024-01-23,1719.0,11,South,No
1085,2354,Home,2022-11-02,2022-09-18,1256.0,33,South,No
1086,1918,Auto,2022-05-24,2023-06-15,2290.0,12,South,Yes
1087,2968,Auto,2024-05-18,2024-12-10,1362.0,85,South,Yes
1088,3913,Home,2024-11-27,2022-05-31,1606.0,82,South,Yes
1089,1789,Home,2024-06-07,2025-02-02,3070.0,117,South,Yes
1090,4753,Home,2023-04-28,2022-11-08,3474.0,15,South,Yes
1091,597,Auto,2021-09-06,2024-04-02,3521.0,98,South,No
1092,1358,Auto,2023-02-05,2022-12-03,935.0,63,South,Yes
1093,1856,Auto,2023-03-19,2025-01-14,1701.0,89,South,No
1094,183,Auto,2021-03-18,2023-04-03,1684.0,37,South,No
1095,4674,Home,2022-02-18,2024-04-25,1266.0,91,South,Yes
1096,2577,Life,2021-08-14,2024-06-23,2769.0,48,South,Yes
1097,759,Home,2023-11-25,2023-06-24,2147.0,16,South,Yes
1098,3374,Auto,2023-09-29,2025-04-18,1042.0,5,South,Yes
1099,1133,Home,2021-10-16,2024-08-16,3452.0,89,South,Yes
1100,3952,Home,2022-11-20,2022-11-03,1289.0,96,South,Yes
1101,3546,Home,2024-07-25,2023-06-08,1204.0,68,South,Yes
1102,1060,Home,2022-06-18,2024-08-10,1537.0,82,South,Yes
1103,2515,Auto,2024-03-08,2024-06-12,2062.0,54,South,No
1104,2033,Auto,2021-12-28,2023-12-13,2473.0,64,South,Yes
1105,4197,Home,2023-11-17,2022-07-15,2293.0,77,South,Yes
1106,2140,Home,2022-07-01,2023-10-07,2844.0,96,South,Yes
1107,2473,Health,2023-01-31,2025-07-15,1665.0,116,South,No
1108,2652,Auto,2021-12-29,2022-02-09,2903.0,36,South,Yes
1109,3835,Home,2023-05-07,2022-01-19,2934.0,54,South,Yes
1110,2978,Auto,2022-09-25,2024-01-02,2499.0,44,South,Yes
1111,2959,Life,2021-10-17,2024-07-02,3188.0,4,South,Yes
1112,1695,Home,2024-07-17,2024-06-09,1519.0,88,South,Yes
1113,1888,Home,2022-10-15,2023-08-08,2253.0,61,South,Yes
1114,4203,Life,2021-12-08,2022-07-08,2365.0,44,South,Yes
1115,1116,Home,2024-11-25,2023-03-25,2186.0,18,South,Yes
1116,3616,Auto,2024-04-07,2025-05-06,2858.0,32,South,Yes
1117,294,Home,2021-11-18,2023-10-22,1944.0,46,South,Yes
1118,4648,Home,2022-06-01,2025-01-25,2060.0,106,South,Yes
1119,2324,Home,2024-02-21,2025-04-19,2633.0,62,South,Yes
1120,3526,Life,2021-07-31,2022-06-16,2391.0,82,South,Yes
1121,158,Life,2022-11-12,2024-10-07,946.0,62,South,No
1122,3759,Auto,2024-11-27,2023-04-23,1989.0,106,South,Yes
1123,2598,Home,2021-05-01,2022-05-07,2681.0,66,South,Yes
1124,4033,Auto,2023-05-01,2023-08-24,1690.0,18,South,No
1125,26,Auto,2021-12-08,2023-11-30,1255.0,50,South,Yes
1126,1715,Auto,2023-01-04,2024-07-10,2341.0,85,South,No
1127,1616,Home,2022-10-22,2022-10-11,2786.0,69,South,Yes
1128,2978,Auto,2024-01-09,2025-01-14,2225.0,72,South,No
1129,1372,Life,2024-08-17,2024-12-01,2102.0,50,South,Yes
1130,3431,Home,2023-01-10,2024-06-15,1156.0,92,South,Yes
1131,2534,Auto,2024-04-23,2023-11-23,1030.0,104,South,Yes
1132,2472,Home,2021-09-30,2022-08-03,2306.0,5,South,Yes
1133,2969,Health,2024-10-29,2024-09-05,1720.0,55,South,Yes
1134,440,Life,2024-01-10,2024-05-04,1435.0,91,South,Yes
1135,3267,Home,2021-09-08,2023-06-19,1599.0,19,South,Yes
1136,390,Home,2021-12-03,2024-02-14,3211.0,28,South,Yes
1137,3603,Life,2023-12-27,2024-04-11,1842.0,2,South,Yes
1138,1522,Auto,2021-09-06,2022-10-17,3309.0,118,South,Yes
1139,2419,Home,2024-02-28,2023-08-10,3356.0,56,South,Yes
1140,4909,Home,2024-11-14,2024-10-08,1409.0,66,South,Yes
1141,3872,Auto,2023-11-02,2024-06-22,1577.0,82,South,Yes
1142,4413,Home,2022-05-15,2022-09-15,1355.0,80,South,Yes
1143,1622,Auto,2021-08-02,2023-10-17,1613.0,44,South,No
1144,2771,Home,2024-06-27,2025-06-05,2880.0,86,South,No
1145,227,Auto,2024-07-11,2023-02-23,1423.0,22,South,Yes
1146,1327,Auto,2021-04-08,2023-07-06,1161.0,45,South,No
1147,2866,Auto,2023-12-09,2024-06-04,2578.0,83,South,Yes
1148,1693,Auto,2023-10-23,2023-02-28,1046.0,107,South,Yes
1149,3692,Auto,2023-11-21,2025-10-30,2138.0,43,South,Yes
1150,1407,Home,2022-08-19,2025-01-19,1945.0,17,South,Yes
1151,20,Auto,2021-09-24,2022-07-24,2009.0,78,South,Yes
1152,3683,Home,2022-02-11,2025-11-15,991.0,65,South,Yes
1153,2797,Auto,2024-11-24,2024-11-01,2339.0,76,South,Yes
1154,2638,Life,2022-12-31,2023-01-04,1659.0,61,South,No
1155,1698,Health,2024-12-27,2025-05-01,2258.0,48,South,Yes
1156,4845,Auto,2022-02-12,2025-09-10,2022.0,90,South,Yes
1157,4907,Home,2023-08-19,2024-12-29,1329.0,64,South,Yes
1158,3240,Auto,2024-10-21,2023-07-07,2767.0,88,South,Yes
1159,1543,Home,2022-07-09,2024-09-06,1649.0,13,South,Yes
1160,1799,Home,2022-10-08,2023-07-19,3566.0,29,South,Yes
1161,2613,Auto,2023-01-01,2022-09-11,1864.0,4,South,Yes
1162,989,Auto,2024-11-17,2023-07-03,3268.0,98,South,No
1163,1327,Home,2023-03-29,2024-11-06,3079.0,114,South,No
1164,3107,Home,2024-12-15,2023-10-07,2424.0,18,South,Yes
1165,1389,Life,2023-10-05,2022-02-27,1833.0,3,South,No
1166,4168,Auto,2021-06-26,2024-11-04,1790.0,8,South,Yes
1167,2788,Life,2023-10-08,2023-09-08,1646.0,54,South,Yes
1168,1742,Life,2023-02-10,2025-04-23,2792.0,93,South,Yes
1169,2133,Home,2021-10-01,2023-08-03,1569.0,6,South,Yes
1170,1098,Auto,2022-01-28,2024-04-09,1270.0,27,South,Yes
1171,1229,Home,2021-04-25,2025-07-05,1675.0,91,South,No
1172,4601,Auto,2022-06-16,2025-11-05,1461.0,46,South,Yes
1173,3130,Home,2024-07-20,2022-05-06,1420.0,30,South,Yes
1174,1661,Home,2024-05-12,2023-03-19,1903.0,111,South,No
1175,1596,Auto,2022-02-05,2023-01-08,2368.0,78,South,Yes
1176,4014,Auto,2022-12-12,2024-04-06,3413.0,107,South,Yes
1177,3319,Home,2024-06-30,2023-07-09,3297.0,86,South,Yes
1178,405,Auto,2024-02-01,2025-01-15,949.0,112,South,Yes
1179,566,Home,2022-09-11,2024-02-10,2156.0,71,South,Yes
1180,2269,Auto,2022-02-16,2022-06-07,2254.0,52,South,No
1181,362,Home,2021-01-21,2023-11-17,3314.0,24,South,Yes
1182,3826,Home,2023-05-09,2022-10-13,1496.0,113,South,Yes
1183,2406,Home,2024-05-23,2025-05-07,3380.0,31,South,Yes
1184,2188,Home,2021-03-27,2025-12-18,4239.0,116,South,No
1185,3344,Life,2021-05-21,2025-03-14,2282.0,21,South,No
1186,2159,Home,2023-06-10,2022-06-04,1249.0,40,South,Yes
1187,3525,Home,2022-09-24,2025-02-03,922.0,2,South,Yes
1188,4512,Auto,2021-04-12,2022-11-14,1545.0,12,South,Yes
1189,239,Life,2024-06-19,2023-04-22,2455.0,70,South,Yes
1190,3800,Home,2022-01-10,2025-05-19,3758.0,33,South,No
1191,3871,Auto,2023-11-24,2025-12-23,2018.0,111,South,Yes
1192,4933,Home,2024-01-27,2025-08-23,3017.0,113,South,Yes
1193,3937,Home,2022-05-28,2023-03-13,1308.0,11,South,Yes
1194,437,Auto,2022-05-19,2025-10-24,1994.0,117,South,Yes
1195,2534,Auto,2024-02-12,2024-01-29,1558.0,36,South,Yes
1196,1548,Home,2022-06-02,2022-01-09,2025.0,17,South,Yes
1197,2631,Auto,2023-03-19,2025-01-14,2555.0,14,South,Yes
1198,3736,Home,2024-08-27,2022-07-21,3243.0,110,South,Yes
1199,4655,Auto,2022-01-09,2022-11-21,724.0,58,South,Yes
1200,852,Auto,2022-06-08,2024-08-03,1917.0,83,South,Yes
1201,3986,Home,2021-09-02,2023-12-29,996.0,113,South,Yes
1202,2539,Home,2024-08-27,2022-04-15,1565.0,113,South,Yes
1203,2725,Home,2023-03-01,2025-03-26,1509.0,69,South,Yes
1204,3806,Home,2022-03-12,2023-09-22,1175.0,58,South,Yes
1205,1980,Auto,2021-02-28,2023-06-23,1480.0,113,South,Yes
1206,3396,Home,2022-05-18,2023-02-10,1217.0,70,South,Yes
1207,1780,Auto,2023-08-09,2025-07-26,2096.0,35,South,Yes
1208,2859,Auto,2022-12-09,2024-01-11,1775.0,26,South,Yes
1209,826,Auto,2023-12-13,2025-12-05,2257.0,34,South,Yes
1210,4564,Home,2022-04-16,2022-12-15,1700.0,32,South,Yes
1211,766,Auto,2022-10-28,2024-09-12,2188.0,29,South,Yes
1212,2068,Home,2022-08-23,2025-05-13,1347.0,57,South,Yes
1213,2519,Auto,2021-07-04,2023-08-21,2842.0,117,South,Yes
1214,2566,Auto,2024-03-30,2025-08-26,2216.0,114,South,No
1215,3893,Home,2022-03-02,2025-07-18,2274.0,41,South,No
1216,2616,Auto,2021-05-30,2025-02-08,1283.0,55,South,Yes
1217,1603,Home,2021-01-01,2023-08-22,1927.0,64,South,Yes
1218,4246,Home,2024-01-21,2023-08-21,1311.0,108,South,Yes
1219,1071,Home,2021-11-16,2025-09-06,1707.0,73,South,Yes
1220,644,Home,2022-01-20,2024-06-12,2323.0,59,South,No
1221,535,Auto,2021-01-05,2022-11-05,881.0,78,South,No
1222,1747,Auto,2023-10-02,2025-02-02,1550.0,104,South,No
1223,3470,Home,2021-11-03,2024-05-13,2059.0,82,South,Yes
1224,4703,Home,2022-12-25,2025-05-24,969.0,39,South,Yes
1225,3558,Home,2021-02-23,2023-09-30,1927.0,68,South,Yes
1226,4842,Auto,2021-03-03,2025-12-29,3308.0,9,South,Yes
1227,392,Home,2023-04-16,2022-12-07,3499.0,36,South,Yes
1228,391,Auto,2021-05-24,2022-07-23,2419.0,99,South,Yes
1229,302,Auto,2024-03-26,2025-03-03,1716.0,105,South,Yes
1230,4909,Home,2022-01-03,2022-01-21,2470.0,77,South,Yes
1231,4228,Auto,2022-12-17,2022-10-16,2063.0,75,South,No
1232,1300,Auto,2023-12-29,2023-05-13,1768.0,75,South,Yes
1233,1023,Home,2021-11-04,2024-07-18,1430.0,30,South,Yes
1234,2176,Auto,2024-10-07,2025-04-30,1745.0,99,South,Yes
1235,4619,Home,2022-10-07,2025-10-11,5803.0,24,South,Yes
1236,925,Auto,2024-07-04,2025-10-06,2803.0,16,South,Yes
1237,3263,Home,2024-09-08,2025-02-15,2949.0,89,South,Yes
1238,3889,Auto,2021-10-14,2024-07-16,929.0,57,South,No
1239,978,Home,2022-02-10,2022-08-18,1037.0,7,South,Yes
1240,4039,Auto,2024-05-16,2025-10-27,1290.0,54,South,Yes
1241,4254,Home,2021-02-06,2024-06-26,1275.0,103,South,No
1242,3010,Auto,2022-11-11,2022-07-06,912.0,64,South,Yes
1243,1974,Auto,2023-07-25,2022-01-15,1594.0,89,South,No
1244,2053,Home,2023-04-01,2022-02-21,1235.0,102,South,Yes
1245,804,Life,2024-03-25,2023-05-29,1220.0,84,South,Yes
1246,706,Home,2023-06-01,2023-05-04,2149.0,12,South,Yes
1247,1339,Auto,2022-02-10,2022-07-20,3415.0,44,South,Yes
1248,1435,Auto,2022-03-07,2022-10-19,1926.0,78,South,Yes
1249,3410,Home,2022-08-27,2022-07-02,966.0,54,South,Yes
1250,3067,Home,2023-02-23,2025-04-23,1546.0,85,South,Yes
1251,2614,Auto,2022-01-13,2025-09-25,2050.0,79,South,Yes
1252,1575,Auto,2023-01-29,2022-10-12,2246.0,14,South,No
1253,1176,Auto,2021-10-14,2022-05-28,3282.0,46,South,No
1254,2764,Auto,2024-10-06,2025-07-02,1120.0,1,South,Yes
1255,3419,Auto,2023-08-08,2025-09-01,1257.0,102,South,No
1256,2139,Auto,2023-01-22,2024-10-25,3119.0,22,South,Yes
1257,4320,Auto,2024-12-09,2022-08-16,3589.0,99,South,Yes
1258,4280,Auto,2021-07-26,2024-02-06,1144.0,74,South,Yes
1259,1364,Auto,2022-03-26,2024-11-18,1575.0,105,South,Yes
1260,2051,Auto,2021-12-12,2024-05-14,3511.0,19,South,Yes
1261,2163,Home,2024-05-18,2022-03-27,2282.0,106,South,Yes
1262,3283,Home,2022-02-01,2023-07-06,1549.0,57,South,Yes
1263,2883,Home,2021-08-25,2023-10-24,2442.0,84,South,Yes
1264,2402,Auto,2021-01-18,2022-10-04,1069.0,80,South,Yes
1265,1384,Auto,2021-03-24,2023-12-02,6748.0,24,South,Yes
1266,4055,Auto,2023-01-28,2025-12-30,1867.0,88,South,Yes
1267,3776,Home,2021-08-09,2022-12-16,2052.0,49,South,Yes
1268,1323,Home,2021-12-18,2025-12-04,2216.0,21,South,Yes
1269,4570,Home,2022-12-12,2022-10-27,2086.0,4,South,Yes
1270,3868,Life,2024-12-01,2023-08-31,1232.0,107,South,Yes
1271,667,Life,2023-08-14,2025-05-02,1271.0,21,South,Yes
1272,4617,Home,2022-09-21,2024-04-15,2271.0,77,South,Yes
1273,985,Auto,2022-09-01,2022-09-13,1755.0,74,South,Yes
1274,793,Auto,2022-12-15,2025-02-06,2448.0,77,South,Yes
1275,3184,Auto,2021-12-07,2025-11-06,1720.0,85,South,No
1276,2352,Auto,2023-08-16,2025-01-07,1049.0,89,South,Yes
1277,253,Home,2024-04-14,2024-01-13,2290.0,48,South,Yes
1278,1315,Life,2023-08-10,2024-07-02,1477.0,48,South,Yes
1279,326,Auto,2024-05-03,2023-11-30,802.0,103,South,No
1280,3849,Life,2022-02-18,2024-08-15,3377.0,90,South,Yes
1281,3507,Auto,2024-11-27,2023-02-09,2505.0,48,South,Yes
1282,3122,Life,2021-12-22,2022-01-16,1610.0,28,South,Yes
1283,783,Auto,2024-11-05,2024-05-03,1453.0,86,South,No
1284,3350,Home,2022-10-28,2025-11-30,2471.0,4,South,Yes
1285,3543,Auto,2022-10-12,2025-09-07,1783.0,17,South,Yes
1286,1734,Home,2024-05-02,2025-01-23,1232.0,92,South,Yes
1287,858,Life,2022-07-16,2023-04-14,2722.0,59,South,Yes
1288,1424,Home,2022-02-18,2023-04-24,2140.0,51,South,Yes
1289,2904,Auto,2024-06-21,2022-07-13,2940.0,86,South,Yes
1290,3597,Home,2022-10-13,2023-07-14,2639.0,33,South,Yes
1291,424,Home,2022-10-24,2023-12-22,2384.0,80,South,No
1292,4959,Auto,2022-03-10,2024-11-17,2900.0,65,South,Yes
1293,4132,Home,2022-06-17,2024-02-27,3102.0,72,South,Yes
1294,1055,Auto,2021-09-14,2024-01-21,1663.0,79,South,Yes
1295,1738,Auto,2023-12-12,2025-11-29,2294.0,71,South,No
1296,3156,Life,2024-09-30,2022-06-13,2075.0,14,South,Yes
1297,4059,Life,2022-12-20,2022-08-24,1404.0,73,South,Yes
1298,1061,Auto,2023-07-03,2025-11-10,1995.0,8,South,No
1299,2159,Auto,2023-05-30,2023-03-21,1947.0,109,South,No
1300,2223,Auto,2023-12-07,2024-12-14,1763.0,101,South,Yes
1301,4818,Life,2023-04-02,2022-08-09,1981.0,119,South,Yes
1302,1480,Auto,2023-08-05,2023-06-19,2099.0,59,South,Yes
1303,2762,Home,2024-10-01,2024-09-28,2037.0,84,South,Yes
1304,1091,Home,2022-01-14,2024-08-03,1550.0,59,South,Yes
1305,4292,Home,2023-03-19,2022-02-14,990.0,98,South,Yes
1306,2163,Home,2023-01-19,2025-03-14,1181.0,80,South,No
1307,2707,Auto,2022-02-07,2022-08-15,1230.0,54,South,Yes
1308,4846,Auto,2022-10-11,2025-03-08,1467.0,51,South,Yes
1309,612,Home,2022-11-16,2023-03-12,933.0,68,South,Yes
1310,4655,Life,2024-12-23,2022-01-12,3571.0,103,South,Yes
1311,4550,Auto,2022-06-06,2022-07-05,3275.0,100,South,Yes
1312,3422,Home,2022-03-17,2022-05-22,2187.0,52,South,Yes
1313,2931,Auto,2023-06-21,2023-04-21,1052.0,79,South,Yes
1314,1324,Life,2021-05-09,2022-01-07,1868.0,50,South,Yes
1315,1336,Home,2022-06-23,2024-08-07,6643.0,86,South,Yes
1316,1933,Auto,2022-04-04,2024-10-12,1717.0,90,South,Yes
1317,2484,Auto,2023-05-31,2025-11-19,1993.0,81,South,No
1318,491,Home,2021-09-01,2023-05-05,1195.0,104,South,Yes
1319,971,Life,2022-03-15,2023-03-26,1365.0,69,South,Yes
1320,4739,Auto,2022-01-25,2025-06-17,1434.0,32,South,No
1321,329,Auto,2024-08-13,2025-10-30,1305.0,53,South,Yes
1322,688,Home,2024-04-27,2023-04-17,3215.0,99,South,Yes
1323,392,Home,2024-08-11,2024-01-22,1394.0,72,South,No
1324,1472,Home,2022-09-29,2025-04-03,1471.0,64,South,Yes
1325,4112,Home,2023-05-23,2023-06-09,2046.0,44,South,Yes
1326,4147,Home,2023-11-02,2025-11-27,1187.0,90,South,Yes
1327,4690,Home,2024-10-01,2025-08-11,3440.0,118,South,Yes
1328,425,Home,2022-06-15,2025-01-26,1852.0,93,South,No
1329,1778,Health,2021-03-08,2024-09-27,2092.0,100,South,Yes
1330,813,Auto,2021-03-10,2025-06-11,3001.0,54,South,Yes
1331,1660,Home,2024-04-13,2025-04-22,2347.0,101,South,Yes
1332,3999,Home,2023-07-18,2024-10-24,2742.0,86,South,Yes
1333,3176,Home,2021-04-01,2022-09-06,1643.0,36,South,Yes
1334,615,Auto,2021-01-07,2025-07-22,1854.0,14,South,Yes
1335,526,Life,2024-12-31,2023-12-16,3258.0,108,South,Yes
1336,4662,Home,2021-10-02,2025-11-06,1135.0,105,South,No
1337,2148,Auto,2024-12-27,2024-01-29,2624.0,115,South,Yes
1338,4000,Home,2021-10-19,2023-04-27,761.0,62,South,Yes
