claim_id,policy_id,customer_id,adjuster_id,claim_date,claim_type,claim_amount,claim_status,days_to_settle,fraud_flag,fraud_score,region
829,6838,2982,39,2023-07-25,Auto,2389.0,Denied,40,0,0.56,South
830,5543,1131,13,2024-03-20,Home,13709.0,Approved,6,0,0.42,South
831,999,1228,8,2021-05-06,Life,16452.0,Approved,49,1,0.69,South
832,4048,2009,2,2024-08-28,Auto,16263.0,Approved,20,0,0.55,South
833,227,4119,34,2023-01-01,Auto,3593.0,Approved,7,0,0.71,South
834,794,997,12,2021-10-31,Auto,5809.0,Approved,43,0,0.24,South
835,1974,3380,2,2024-01-10,Auto,14851.0,Denied,10,0,0.83,South
836,3506,245,17,2023-12-20,Auto,13862.0,Denied,56,1,0.09,South
837,3088,1982,24,2025-03-22,Life,11015.0,Approved,9,0,0.4,South
838,659,3856,21,2024-01-12,Home,7640.0,Approved,47,0,0.03,South
839,3551,976,13,2023-09-12,Auto,8028.0,Denied,22,0,0.8,South
840,2459,1139,22,2024-03-20,Auto,15345.0,Denied,58,0,0.68,South
841,4989,3995,4,2022-12-25,Home,9683.0,Approved,60,0,0.51,South
842,6857,344,25,2025-09-13,Home,1704.0,Approved,32,1,0.01,South
843,5456,3249,11,2024-04-04,Life,18120.0,Approved,21,0,0.84,South
844,6701,4699,29,2023-07-16,Auto,9374.0,Approved,61,0,0.55,South
845,6352,672,23,2025-01-16,Life,4018.0,Approved,14,0,0.35,South
846,6325,2464,33,2024-07-20,Auto,5921.0,Approved,8,0,0.91,South
847,7343,4859,5,2022-08-26,Auto,7262.0,Approved,40,1,0.85,South
848,3090,428,14,2024-08-23,Home,14591.0,Approved,55,1,0.42,South
849,1491,698,12,2022-05-02,Life,10397.0,Approved,18,0,0.34,South
850,2550,2575,17,2024-10-10,Home,17060.0,Approved,44,0,0.8,South
851,7848,4861,27,2023-01-04,Home,7041.0,Approved,3,0,0.7,South
852,5768,650,25,2022-06-26,Home,8323.0,Approved,13,0,0.6,South
853,7244,3778,19,2024-06-15,Home,1973.0,Approved,35,0,0.54,South
854,4157,3499,9,2024-07-11,Home,18019.0,Approved,4,0,0.53,South
855,2064,3965,12,2022-02-23,Auto,11924.0,Approved,61,0,0.07,South
856,1090,4290,37,2024-05-26,Auto,13989.0,Approved,42,0,0.87,South
857,279,4139,33,2024-05-03,Auto,6415.0,Approved,53,0,0.99,South
858,1526,2075,39,2022-10-14,Home,4884.0,Pending,49,0,0.9,South
859,1635,4642,30,2024-02-19,Home,1081.0,Approved,44,0,0.31,South
860,890,985,26,2023-06-21,Auto,15287.0,Approved,24,1,0.0,South
861,5493,1445,,2022-05-24,Home,13348.0,Approved,6,0,0.86,South
862,4483,245,1,2022-05-25,Life,15774.0,Approved,54,0,0.52,South
863,7419,1914,22,2022-09-19,Auto,12148.0,Approved,30,0,0.97,South
864,7866,3276,29,2024-03-15,Auto,11678.0,Approved,33,0,0.76,South
865,2884,315,17,2024-06-08,Life,10898.0,Denied,10,0,0.42,South
866,3025,1555,9,2024-06-12,Home,6655.0,Denied,37,0,0.18,South
867,806,1127,15,2024-06-02,Home,13879.0,Approved,32,0,0.84,South
868,5076,3752,15,2024-08-07,Auto,9451.0,Approved,11,0,0.94,South
869,1913,4141,11,2024-03-17,Auto,4893.0,Approved,53,1,0.41,South
870,7186,4529,3,2022-10-30,Auto,10642.0,Approved,58,0,0.98,South
871,2768,4529,17,2022-01-09,Auto,5380.0,Denied,30,0,0.69,South
872,7620,4976,37,2023-06-09,Auto,17639.0,Approved,21,0,0.49,South
873,7023,4815,29,2025-03-17,Life,7142.0,Denied,26,0,0.62,South
874,4725,3373,17,2021-10-28,Home,3410.0,Approved,60,1,0.63,South
875,3995,2640,28,2023-06-02,Home,923.0,Approved,52,0,0.64,South
876,3188,3478,19,2023-08-28,Auto,2614.0,Denied,61,0,0.98,South
877,405,4807,4,2022-09-03,Home,11036.0,Denied,60,0,0.17,South
878,4435,2545,28,2021-09-13,Auto,16304.0,Pending,48,0,0.58,South
879,3030,3810,28,2025-06-11,Auto,4385.0,Approved,21,0,0.78,South
880,4955,3411,16,2024-04-12,Home,3202.0,Approved,27,0,0.26,South
881,6824,2636,12,2025-03-03,Home,16109.0,Approved,20,0,0.81,South
882,5395,292,6,2022-07-27,Home,11170.0,Approved,6,0,0.05,South
883,1876,4054,22,2022-08-10,Home,1392.0,Approved,5,0,0.88,South
884,1565,2104,31,2024-03-06,Home,5541.0,Denied,48,0,0.85,South
885,7314,2967,30,2025-09-10,Auto,16604.0,Denied,54,0,0.12,South
886,1192,3211,28,2022-12-15,Life,6797.0,Approved,49,0,0.63,South
887,3160,2522,10,2023-06-01,Home,2144.0,Approved,5,0,0.06,South
888,5592,2255,22,2024-10-17,Home,17247.0,Approved,22,0,0.24,South
889,3749,3374,7,2023-10-31,Auto,17632.0,Approved,35,0,0.9,South
890,2738,273,22,2024-02-13,Life,11469.0,,43,0,0.31,South
891,2239,4528,33,2023-11-02,Home,14747.0,Denied,11,0,0.08,South
892,4439,2645,36,2022-03-16,Auto,13537.0,Denied,43,0,0.38,South
893,3630,3106,10,2023-01-15,Auto,3753.0,Approved,8,0,0.52,South
894,4203,2568,31,2022-01-06,Auto,7184.0,Pending,44,0,0.68,South
895,7662,2537,29,2021-11-20,Auto,11355.0,Denied,11,0,0.17,South
896,6298,3162,20,2021-08-09,Home,3161.0,Pending,49,0,0.65,South
897,650,721,12,2021-10-15,Auto,7962.0,Approved,39,0,0.25,South
898,2700,1224,11,2022-04-30,Life,4331.0,Approved,24,0,0.97,South
899,2563,518,36,2023-03-20,Auto,10066.0,Approved,9,0,0.89,South
900,5593,4779,6,2023-01-25,Life,12441.0,Denied,17,1,0.14,South
901,2429,854,8,2023-05-08,Auto,8021.0,Pending,57,0,0.5,South
902,4543,2294,,2021-10-10,Life,9223.0,Approved,14,0,0.64,South
903,469,3561,24,2023-04-17,Auto,16800.0,Approved,44,0,0.66,South
904,6717,931,2,2022-07-10,Home,12197.0,Approved,36,0,0.28,South
905,3265,1789,15,2023-11-17,Auto,7910.0,Approved,22,0,0.66,South
906,3354,2643,16,2025-01-14,Home,13438.0,Approved,25,0,0.25,South
907,3154,2428,33,2025-05-25,Auto,9399.0,Approved,34,0,0.34,South
908,665,1731,21,2024-05-26,Home,836.0,Denied,20,0,0.28,South
909,707,38,19,2021-09-02,Life,7362.0,Approved,11,0,0.79,South
910,1655,4154,21,2025-01-03,Auto,16300.0,Denied,22,0,0.06,South
911,6062,1224,38,2024-01-09,Auto,1032.0,Approved,47,0,0.02,South
912,868,2345,33,2023-09-18,Auto,12191.0,Approved,36,0,0.47,South
913,3411,2963,26,2024-11-15,Auto,11414.0,Approved,32,0,0.64,South
914,5882,3500,14,2022-05-27,Auto,5169.0,Denied,11,0,0.72,South
915,3471,2470,27,2024-03-20,Auto,17575.0,Approved,41,0,0.1,South
916,7913,1781,1,2022-10-25,Home,11772.0,Approved,47,1,0.85,South
917,3464,4731,28,2022-06-18,Auto,7055.0,Approved,8,0,0.58,South
918,7761,3439,31,2023-08-13,Auto,8650.0,Approved,18,0,0.01,South
919,7494,2995,31,2021-05-23,Auto,2048.0,Denied,47,0,0.35,South
920,7781,3148,16,2025-08-03,Home,10410.0,Approved,42,0,0.24,South
921,4578,4223,23,2023-02-07,Life,10080.0,Denied,57,0,0.09,South
922,5062,1638,33,2022-04-13,Home,15439.0,Denied,60,0,0.1,South
923,3531,3993,34,2025-05-14,Life,5508.0,Approved,41,0,0.72,South
924,4691,2646,11,2025-10-17,Auto,1299.0,Approved,46,0,0.25,South
925,7698,135,9,2024-05-17,Home,4429.0,Approved,15,0,0.25,South
926,806,1115,39,2024-07-22,Auto,16295.0,Approved,59,0,0.53,South
927,4528,903,21,2024-08-10,Auto,6514.0,Denied,36,0,0.63,South
928,745,2816,30,2021-11-05,Auto,8118.0,Approved,60,0,0.17,South
929,2496,3771,25,2023-06-04,Auto,13718.0,Denied,33,0,0.29,South
930,5867,3887,26,2024-11-19,Home,373.0,Approved,4,0,0.66,South
931,6098,196,19,2021-03-04,Auto,9586.0,Denied,3,0,0.96,South
932,3350,445,7,2022-01-13,Auto,1210.0,Approved,47,0,0.25,South
933,4032,2136,21,2022-11-14,Auto,12759.0,Approved,54,0,0.29,South
934,2573,1893,36,2023-08-28,Auto,16615.0,Approved,48,0,0.32,South
935,7404,4297,9,2023-12-31,Auto,9606.0,Approved,51,0,0.38,South
936,1586,1660,12,2024-03-13,Auto,4259.0,Approved,42,0,0.42,South
937,2270,555,13,2022-04-02,Home,4089.0,Approved,4,0,0.71,South
938,221,641,40,2022-08-31,Auto,8810.0,Approved,27,0,0.76,South
939,2725,3914,11,2024-06-21,Home,8492.0,Approved,12,0,0.57,South
940,3765,2729,31,2025-04-30,Auto,4940.0,Approved,39,0,0.72,South
941,6708,3923,25,2022-08-22,Life,9802.0,Approved,26,0,0.69,South
942,7314,2644,2,2025-03-26,Auto,13957.0,Denied,13,0,0.19,South
943,4691,500,,2023-01-22,Auto,9921.0,Approved,47,0,0.12,South
944,1995,543,29,2024-03-18,Auto,14037.0,Approved,52,0,0.75,South
945,2390,1327,4,2025-06-01,Health,10990.0,Denied,36,0,0.04,South
946,5435,3931,29,2023-04-23,Auto,18073.0,Approved,3,1,0.96,South
947,4502,110,36,2025-02-15,Home,6308.0,Denied,58,0,0.85,South
948,2070,1163,31,2022-09-25,Home,16740.0,Approved,17,0,0.12,South
949,972,1349,37,2022-07-25,Home,1042.0,Approved,45,1,0.88,South
950,387,3772,39,2021-05-27,Home,12578.0,Approved,24,0,0.76,South
951,629,2184,22,2023-07-01,Home,2457.0,Approved,9,0,0.78,South
952,5066,3086,27,2024-12-20,Auto,14693.0,Denied,5,0,0.06,South
953,3113,2911,27,2021-05-22,Auto,14919.0,Approved,4,0,0.73,South
954,1147,1282,20,2022-08-27,Auto,12182.0,Approved,22,0,0.64,South
955,3874,4479,10,2022-04-28,Home,12669.0,Approved,52,1,0.66,South
956,6556,4540,34,2022-03-30,Home,6477.0,Approved,10,0,0.24,South
957,2146,4488,35,2024-12-30,Home,14238.0,Approved,59,0,0.47,South
958,3919,4806,26,2021-06-21,Home,18201.0,Approved,16,0,0.23,South
959,1368,53,35,2023-07-09,Home,7270.0,Denied,42,0,0.0,South
960,7413,437,21,2021-04-18,Home,2542.0,Approved,49,0,0.06,South
961,3426,2984,6,2025-08-17,Home,9693.0,Approved,50,0,0.65,South
962,314,1415,19,2024-11-10,Life,7443.0,Denied,43,0,0.28,South
963,5629,411,34,2022-12-16,Auto,16122.0,Approved,51,1,0.46,South
964,3409,1536,4,2025-08-20,Auto,2524.0,Approved,36,0,0.15,South
965,1251,4932,19,2021-12-23,Home,10969.0,Denied,36,0,0.64,South
966,1530,2203,12,2024-01-16,Auto,9375.0,Denied,12,0,0.46,South
967,3520,3729,4,2021-11-18,Auto,13095.0,Approved,38,0,0.3,South
968,5170,1738,4,2022-09-13,Auto,3453.0,Approved,51,0,0.61,South
969,1026,2174,12,2024-04-12,Home,12397.0,Approved,61,0,0.47,South
970,994,3205,31,2024-08-15,Life,3329.0,Denied,32,0,0.9,South
971,6342,3953,23,2022-11-03,Auto,16852.0,Pending,54,0,0.45,South
972,2056,3185,38,2023-08-25,Home,3001.0,Approved,17,0,0.32,South
973,6090,550,27,2022-05-29,Life,17191.0,Approved,3,0,0.73,South
974,1561,1032,2,2024-12-15,Home,10715.0,Pending,54,0,0.68,South
975,3424,2183,25,2021-12-13,Home,4534.0,Approved,20,0,0.53,South
976,1712,1890,37,2023-10-10,Auto,7232.0,Denied,8,0,0.52,South
977,658,4578,16,2023-11-11,Life,-3135.0,Denied,38,0,0.83,South
978,1628,1683,24,2024-09-21,Home,2576.0,Approved,5,0,0.71,South
979,6355,866,25,2021-11-17,Auto,11907.0,,3,0,0.05,South
980,1702,2581,27,2024-07-17,Home,14255.0,Approved,32,0,0.64,South
981,6431,1048,2,2023-04-16,Home,15967.0,Denied,42,0,0.86,South
982,4192,4284,33,2024-02-06,Home,4984.0,Approved,53,0,0.14,South
983,4577,3824,23,2022-06-23,Home,17557.0,Denied,44,0,0.9,South
984,233,2185,,2023-04-13,Life,8723.0,Denied,53,0,0.78,South
985,5890,3835,24,2022-03-01,Life,14999.0,Approved,8,0,0.63,South
986,3468,2689,25,2024-02-12,Home,4286.0,Denied,38,0,0.84,South
987,5321,1512,21,2023-02-21,Life,10472.0,Approved,29,0,0.2,South
988,1036,3391,16,2022-03-10,Auto,13922.0,Approved,23,0,0.4,South
989,6180,1632,30,2022-01-14,Auto,1613.0,Approved,28,0,0.24,South
990,378,3942,35,2025-04-23,Home,14768.0,Approved,22,0,0.95,South
991,1531,2223,32,2023-04-04,Auto,1964.0,Pending,19,0,0.86,South
992,141,890,13,2021-06-13,Auto,1178.0,Approved,42,0,0.02,South
993,4746,200,20,2023-02-15,Auto,8243.0,Approved,36,0,0.27,South
994,1807,2799,14,2023-07-07,Life,14054.0,Denied,8,0,0.96,South
995,7885,1853,36,2025-05-11,Auto,13481.0,Approved,50,0,0.86,South
996,184,732,4,2022-05-05,Home,13967.0,Approved,40,0,0.61,South
997,6716,4226,19,2021-11-11,Auto,11989.0,Denied,36,0,0.17,South
998,4639,3362,16,2022-09-23,Home,15014.0,Approved,59,1,0.27,South
999,3206,485,9,2023-07-02,Health,16307.0,Denied,57,0,0.48,South
1000,3601,3562,15,2025-03-21,Home,5207.0,Approved,9,0,0.23,South
1001,7102,2912,33,2024-10-14,Home,7073.0,Approved,37,0,0.66,South
1002,1591,148,12,2023-11-23,Home,11536.0,Denied,28,0,0.18,South
1003,4693,2003,31,2023-07-14,Auto,15717.0,Approved,61,1,0.78,South
1004,4514,3970,35,2025-08-13,Home,9386.0,Approved,45,0,0.05,South
1005,2289,2083,13,2024-09-23,Auto,14882.0,Approved,62,0,0.53,South
1006,1956,2060,35,2024-09-27,Auto,17337.0,Approved,4,0,0.93,South
1007,4598,702,25,2022-07-31,Life,2351.0,Approved,40,0,0.82,South
1008,1770,1046,23,2024-08-29,Auto,6512.0,Pending,58,0,0.44,South
1009,7294,1376,17,2024-11-04,Auto,12207.0,Approved,13,0,0.23,South
1010,7619,3211,18,2024-11-02,Auto,10661.0,Approved,46,0,0.47,South
1011,1497,1559,18,2022-01-21,Auto,12235.0,Approved,6,0,0.61,South
1012,6641,4926,19,2025-02-12,Auto,4227.0,Denied,30,0,0.0,South
1013,1297,4583,4,2023-01-29,Auto,8678.0,Denied,35,0,0.86,South
1014,2865,1905,6,2022-05-17,Life,6657.0,Denied,5,0,0.91,South
1015,6287,4307,5,2023-12-13,Life,14581.0,Denied,54,0,0.19,South
1016,4212,4997,35,2022-12-12,Auto,2889.0,Approved,45,0,0.41,South
1017,2846,2986,23,2022-09-13,Auto,9486.0,Approved,31,0,0.17,South
1018,855,2112,18,2023-08-26,Auto,7634.0,Approved,41,0,0.99,South
1019,6777,3644,29,2022-08-20,Home,10943.0,Approved,52,0,0.89,South
1020,2163,3945,23,2023-05-13,Auto,1881.0,Denied,52,0,0.13,South
1021,4158,1953,3,2023-07-07,Home,3295.0,Approved,19,0,0.8,South
1022,5308,4654,9,2024-10-10,Home,6314.0,Denied,36,0,0.38,South
1023,4874,2947,21,2021-09-08,Life,2971.0,Approved,56,1,0.08,South
1024,2129,335,8,2023-08-05,Life,4528.0,Pending,42,0,0.37,South
1025,3202,2618,,2022-11-12,Auto,12629.0,Approved,52,0,0.67,South
1026,2746,915,39,2024-04-11,Home,3461.0,Approved,11,0,0.42,South
1027,4915,1182,37,2023-08-14,Home,9814.0,Approved,9,0,0.67,South
1028,1450,4757,1,2022-01-22,Auto,16165.0,Pending,31,0,0.25,South
1029,5925,2002,15,2024-07-07,Auto,3743.0,Approved,35,0,0.6,South
1030,7436,46,7,2022-11-11,Auto,9776.0,Approved,26,0,0.73,South
1031,6018,985,13,2023-09-14,Auto,1428.0,Approved,48,0,0.76,South
1032,2705,97,9,2022-05-08,Auto,3771.0,Approved,47,0,0.62,South
1033,3021,4449,6,2025-01-03,Life,12648.0,Approved,20,0,0.05,South
1034,1411,3272,4,2023-09-06,Auto,3879.0,Approved,56,0,0.46,South
1035,4066,1472,16,2024-04-05,Auto,16529.0,Approved,43,0,0.59,South
1036,4089,4807,25,2022-03-08,Home,16201.0,Approved,42,0,0.62,South
1037,6369,2214,7,2025-03-16,Health,13130.0,Pending,8,0,0.32,South
1038,2995,162,33,2024-09-18,Home,1013.0,Denied,12,0,0.97,South
1039,4399,4874,4,2023-03-13,Auto,15128.0,Approved,24,0,0.85,South
1040,2904,2445,12,2024-06-23,Life,13388.0,Approved,4,0,0.94,South
1041,1041,823,3,2024-01-03,Home,16408.0,Approved,20,0,0.3,South
1042,4944,2470,11,2025-08-01,Auto,13147.0,Approved,8,0,0.65,South
1043,7581,2336,40,2021-07-08,Home,10715.0,Denied,19,0,0.53,South
1044,5748,4728,14,2021-12-13,Home,14037.0,Approved,45,0,0.32,South
1045,1953,2804,2,2022-06-04,Auto,5442.0,Approved,10,0,0.45,South
1046,1936,2859,31,2022-04-10,Home,10105.0,Approved,45,0,0.87,South
1047,4349,2331,14,2022-01-27,Home,15789.0,Approved,8,0,0.53,South
1048,5087,1916,21,2022-03-14,Auto,14959.0,Denied,46,0,0.37,South
1049,3879,2804,12,2023-03-01,Auto,15365.0,Denied,45,0,0.4,South
1050,3399,3915,26,2025-04-28,Auto,2499.0,Denied,18,0,0.95,South
1051,6240,3804,14,2025-08-07,Home,11729.0,Approved,45,0,0.71,South
1052,1358,4823,25,2024-04-13,Auto,18294.0,Denied,5,0,0.58,South
1053,2859,398,11,2025-07-15,Home,16776.0,Denied,33,0,0.68,South
1054,111,4392,12,2024-03-06,Auto,13856.0,Approved,23,0,0.29,South
1055,3184,3546,19,2021-08-18,Home,13631.0,Approved,55,1,0.71,South
1056,6387,3996,29,2023-01-27,Auto,17323.0,Pending,32,0,0.38,South
1057,3023,2144,6,2023-02-16,Home,11545.0,Denied,14,0,0.79,South
1058,6345,362,7,2023-11-30,Auto,11492.0,Approved,22,0,0.34,South
1059,4345,2556,8,2024-02-21,Home,13481.0,Approved,39,0,0.35,South
1060,6599,224,28,2023-05-16,Home,6307.0,Approved,53,0,0.64,South
1061,1353,4180,9,2021-12-15,Home,1399.0,Approved,43,0,0.22,South
1062,2951,2503,40,2024-05-22,Home,9591.0,Approved,15,0,0.45,South
1063,2873,1163,12,2024-01-02,Home,12352.0,Denied,49,0,0.46,South
1064,7830,623,14,2023-09-11,Home,10415.0,Denied,49,0,0.12,South
1065,2124,2572,29,2023-10-29,Life,16064.0,Approved,6,0,0.72,South
1066,5721,990,,2024-05-28,Home,4620.0,Denied,22,0,0.62,South
1067,7183,2381,12,2022-06-28,Auto,5649.0,Denied,15,0,0.7,South
1068,6860,2651,5,2022-03-23,Health,4330.0,,38,0,0.53,South
1069,2549,2822,26,2021-08-31,Life,481.0,Denied,42,0,0.35,South
1070,7626,504,24,2023-09-02,Home,11568.0,Denied,16,0,0.57,South
1071,5305,3236,10,2025-02-28,Auto,4803.0,Approved,25,0,0.73,South
1072,6629,3687,34,2023-11-11,Auto,16281.0,Approved,52,1,0.97,South
1073,702,2426,27,2022-04-06,Auto,5950.0,Denied,33,0,0.16,South
1074,883,2085,9,2023-03-17,Life,10997.0,Approved,29,0,0.52,South
1075,7430,1897,30,2023-07-29,Auto,7471.0,Approved,22,0,0.31,South
1076,2321,3757,16,2022-09-19,Home,8177.0,Approved,17,0,0.23,South
1077,4308,427,40,2022-07-11,Home,3117.0,Denied,8,0,0.5,South
1078,6606,1296,1,2021-03-04,Auto,15437.0,Denied,29,0,0.13,South
1079,2236,4078,15,2023-05-05,Life,6895.0,Approved,54,0,0.41,South
1080,1491,1213,10,2022-04-01,Home,3411.0,Denied,10,0,0.83,South
1081,7232,2157,8,2022-05-06,Home,2551.0,Approved,8,0,0.17,South
1082,1987,667,11,2023-08-01,Auto,4399.0,Approved,56,0,0.81,South
1083,6763,4342,35,2024-02-03,Auto,9316.0,Approved,27,0,0.49,South
1084,6604,3562,8,2022-12-26,Life,13928.0,Approved,9,1,0.01,South
1085,4154,3479,3,2023-01-18,Auto,4287.0,Approved,62,0,0.28,South
1086,3993,3656,15,2025-02-19,Home,13501.0,Approved,13,0,0.38,South
1087,3157,33,28,2021-10-20,Auto,3678.0,Pending,52,0,0.17,South
1088,7964,2800,25,2022-04-09,Life,11750.0,Approved,46,0,0.6,South
1089,4965,176,34,2022-11-15,Auto,7829.0,Denied,25,0,0.98,South
1090,1846,4077,40,2024-06-28,Life,18056.0,Approved,23,0,0.88,South
1091,3045,2262,28,2023-03-17,Home,6400.0,Approved,59,0,0.4,South
1092,7263,4833,22,2025-04-05,Life,617.0,Denied,3,0,0.67,South
1093,3859,1653,28,2022-03-29,Life,12390.0,Denied,19,0,0.91,South
1094,3029,4511,29,2021-09-25,Life,11722.0,Approved,3,0,0.36,South
1095,1190,3670,19,2025-06-20,Life,16883.0,Denied,51,0,0.74,South
1096,3233,4769,38,2022-07-25,Home,14147.0,Approved,3,0,0.97,South
1097,3971,3203,4,2023-09-09,Home,1647.0,Approved,55,0,0.14,South
1098,3309,2040,8,2024-11-05,Auto,10458.0,Approved,18,0,0.95,South
1099,749,3066,30,2024-07-29,Auto,1792.0,Approved,36,0,0.26,South
1100,2461,4262,36,2022-03-22,Home,9526.0,Approved,61,0,0.47,South
1101,3167,1450,13,2022-10-12,Home,8025.0,Approved,51,0,0.63,South
1102,1467,3683,19,2021-10-24,Auto,12152.0,Denied,46,0,0.82,South
1103,3218,2829,38,2025-05-19,Home,16238.0,Approved,33,0,0.33,South
1104,3385,436,26,2024-03-26,Auto,3193.0,Denied,45,0,0.03,South
1105,7288,998,28,2024-05-09,Home,14665.0,Approved,50,0,0.83,South
1106,3790,644,17,2025-04-14,Home,3423.0,Approved,51,0,0.88,South
1107,7285,3968,,2022-12-24,Home,15257.0,Approved,58,0,0.32,South
1108,2232,152,30,2023-09-08,Home,10423.0,Pending,30,0,0.91,South
1109,6038,455,31,2023-10-15,Home,6510.0,Approved,44,0,0.32,South
1110,5646,1627,27,2022-06-11,Auto,10352.0,Approved,61,0,0.06,South
1111,2753,3560,36,2024-08-21,Home,12115.0,Approved,37,0,0.75,South
1112,802,2645,3,2022-04-28,Auto,8201.0,Denied,57,0,0.59,South
1113,1727,2497,34,2021-07-29,Home,564.0,Denied,26,0,0.0,South
1114,2400,3954,11,2024-07-15,Home,11884.0,Denied,6,1,0.43,South
1115,4287,3456,24,2022-12-18,Auto,13928.0,Approved,46,0,0.07,South
1116,914,437,21,2025-05-18,Auto,8390.0,Denied,5,0,0.79,South
1117,658,2974,40,2021-07-15,Life,14369.0,Denied,31,0,0.34,South
1118,6345,4135,38,2022-04-01,Life,17391.0,Approved,21,0,0.45,South
1119,1620,2967,23,2024-10-28,Auto,2907.0,Denied,60,0,0.77,South
1120,6220,4454,6,2022-01-01,Auto,5487.0,Denied,20,0,0.06,South
1121,7591,825,35,2024-03-28,Life,14067.0,Approved,42,0,0.62,South
1122,2787,368,38,2021-07-20,Auto,11498.0,Approved,12,0,0.17,South
1123,4273,4286,25,2023-10-25,Auto,1293.0,Approved,48,0,0.27,South
1124,6384,4184,13,2023-07-14,Auto,1167.0,Approved,27,0,0.59,South
1125,6336,2177,4,2024-11-29,Life,7273.0,Approved,30,0,0.87,South
1126,2793,2040,3,2024-12-31,Auto,6670.0,Approved,39,0,0.05,South
1127,7436,3503,24,2023-07-05,Auto,11612.0,Approved,54,0,0.97,South
1128,4126,3623,31,2025-05-19,Life,12117.0,Denied,3,0,0.77,South
1129,7984,4076,14,2025-05-23,Auto,15559.0,Approved,28,0,0.68,South
1130,2659,3118,13,2024-12-27,Life,8012.0,Approved,50,0,0.51,South
1131,4808,985,30,2021-08-27,Auto,6628.0,Approved,47,0,0.06,South
1132,258,4456,36,2024-05-05,Auto,1080.0,Approved,30,0,0.27,South
1133,1790,3626,31,2022-11-19,Home,11276.0,Approved,33,0,0.95,South
1134,805,1081,31,2024-07-01,Home,1195.0,Denied,24,0,0.0,South
1135,6347,850,32,2022-09-12,Auto,967.0,Approved,61,0,0.19,South
1136,966,3406,2,2022-11-24,Auto,9059.0,Approved,47,0,0.83,South
1137,4019,334,23,2024-08-09,Life,11180.0,Approved,22,0,0.38,South
1138,5249,2194,17,2024-09-02,Home,16006.0,Approved,48,1,0.23,South
1139,5293,684,9,2022-03-13,Auto,12342.0,Approved,51,0,0.89,South
1140,7050,26,18,2024-10-17,Home,17730.0,Approved,36,0,0.56,South
1141,4101,2475,12,2022-10-31,Life,4939.0,Approved,15,0,0.3,South
1142,900,2587,34,2023-04-29,Life,7440.0,Denied,26,0,0.58,South
1143,3759,409,23,2021-12-21,Home,7947.0,Pending,40,0,0.45,South
1144,6986,1605,40,2024-02-26,Auto,13588.0,Approved,28,0,0.33,South
1145,1636,1827,4,2022-04-07,Auto,4406.0,Approved,9,0,0.82,South
1146,3194,966,30,2023-12-14,Auto,4443.0,Approved,9,0,0.28,South
1147,1182,2025,13,2023-12-25,Auto,1443.0,Denied,26,0,0.33,South
1148,7941,1473,,2024-01-11,Home,8321.0,Approved,55,0,0.87,South
1149,7163,3063,10,2022-01-17,Home,7558.0,Denied,53,0,0.89,South
1150,476,1132,3,2024-05-31,Auto,12680.0,Approved,45,0,0.92,South
1151,4761,11,9,2025-10-04,Health,1292.0,Approved,7,0,0.98,South
1152,488,4901,10,2022-12-30,Home,18022.0,Denied,45,0,0.49,South
1153,4021,1985,7,2024-09-09,Auto,12995.0,Approved,7,0,0.63,South
1154,2030,4842,39,2024-05-09,Auto,16162.0,Approved,40,0,0.34,South
1155,3351,4792,29,2024-07-07,Auto,14186.0,Denied,47,0,0.82,South
1156,2187,4119,18,2023-01-19,Auto,10224.0,Pending,25,0,0.17,South
1157,7478,1093,40,2022-06-19,Auto,6043.0,,13,0,0.79,South
1158,1149,4955,22,2024-02-06,Home,9713.0,Approved,34,0,0.13,South
1159,6447,4037,8,2022-07-09,Home,14421.0,Denied,20,0,0.04,South
1160,2820,3253,29,2022-06-16,Auto,7935.0,Pending,28,1,0.01,South
1161,1068,306,6,2025-06-14,Auto,14071.0,Approved,25,0,0.93,South
1162,4680,3757,25,2023-08-19,Home,9789.0,Approved,45,0,0.11,South
1163,396,265,2,2025-02-27,Home,13872.0,Approved,33,0,0.16,South
1164,2213,4160,27,2023-08-30,Auto,6901.0,Denied,34,0,0.67,South
1165,3724,440,9,2023-02-15,Life,7748.0,Approved,51,0,0.31,South
1166,3663,921,30,2021-10-17,Home,2791.0,Denied,25,0,0.97,South
1167,2329,2324,22,2021-02-14,Auto,8497.0,Pending,58,0,0.09,South
1168,303,1296,30,2024-09-12,Home,15842.0,Approved,17,0,0.34,South
1169,3597,2154,5,2021-08-28,Home,1953.0,Approved,18,0,0.13,South
1170,5130,3790,33,2023-06-04,Auto,6932.0,Denied,44,0,0.56,South
1171,5447,4845,18,2024-09-19,Auto,14201.0,Approved,35,0,0.38,South
1172,3759,4830,26,2022-05-20,Auto,7890.0,Approved,20,0,0.31,South
1173,2593,854,15,2023-12-23,Life,10659.0,Approved,18,0,0.9,South
1174,5265,4352,12,2021-12-27,Home,12526.0,Approved,4,1,0.87,South
1175,520,4787,21,2021-05-18,Life,14546.0,Denied,41,0,0.58,South
1176,1589,1195,28,2023-10-04,Home,2092.0,Approved,11,0,0.09,South
1177,7243,4680,39,2024-11-20,Auto,2495.0,Approved,6,0,0.41,South
1178,7722,1237,31,2023-01-03,Home,14020.0,Denied,5,0,0.93,South
1179,4058,2363,11,2022-06-04,Auto,342.0,Denied,20,0,0.63,South
1180,2443,4896,14,2025-06-07,Auto,8219.0,Approved,16,0,0.52,South
